,invoice_no,invoice_amount
36670,563928,739.43
36673,563931,833.32
36679,563937,817.89
36682,563940,908.74
36686,563944,1351.22
36691,563950,1127.02
36693,563952,679.25
36695,563954,1388.27
36717,564045,1047.12
36718,564046,1019.9999999999999
36722,564050,758.0500000000001
36726,564054,3875.88
36733,564061,1062.88
36734,564062,931.5
36735,564065,1654.31
36742,564079,630.39
36747,564087,2653.9500000000003
36753,564093,1103.15
36757,564132,780.0
36761,564137,654.15
36769,564147,765.9
36772,564150,1436.49
36780,564165,645.83
36782,564167,951.96
36787,564172,631.75
36788,564173,851.06
36792,564184,767.02
36812,564219,786.84
36814,564221,5064.8
36823,564230,5234.73
36827,564256,624.4300000000001
36829,564272,640.0
36831,564301,871.2
36835,564305,1103.32
36836,564306,1142.88
36840,564310,2597.0
36841,564311,1611.0
36842,564312,3744.0
36851,564322,2736.99
36852,564323,2275.0
36853,564324,1304.44
36856,564327,1177.7
36869,564346,887.47
36871,564351,1187.74
36873,564353,1564.7
36876,564356,706.22
36890,564372,1114.52
36893,564375,665.9
36897,564379,678.88
36910,564434,628.38
36929,564489,662.5600000000001
36934,564510,630.68
36935,564516,1019.6700000000001
36940,564532,725.6400000000001
36946,564538,601.88
36954,564552,691.21
36963,564561,957.24
36967,564565,812.02
36976,564629,940.8
36977,564630,851.09
36993,564646,1506.2
36997,564650,6429.639999999999
36999,564652,998.4000000000001
37001,564654,640.14
37003,564657,748.86
37004,564660,748.87
37011,564670,1130.95
37029,564727,835.95
37035,564734,1246.49
37036,564735,627.64
37042,564741,642.4200000000001
37051,564752,1862.7
37052,564753,612.09
37053,564754,2026.73
37054,564755,1088.78
37055,564756,1288.42
37056,564757,1651.18
37057,564758,1645.83
37058,564760,1424.23
37064,564803,812.16
37069,564817,1523.8799999999999
37070,564818,1564.23
37072,564820,964.92
37074,564825,1509.44
37075,564835,1525.29
37077,564837,1892.1399999999999
37078,564838,1704.22
37080,564840,1448.14
37081,564841,1750.86
37088,564849,762.58
37094,564856,4257.0599999999995
37095,564857,3236.94
37105,564872,979.64
37108,564897,1330.44
37138,564958,682.19
37143,564965,1565.82
37146,564972,1179.6399999999999
37147,564974,1590.1499999999999
37151,565014,1724.8
37185,565116,2297.52
37186,565117,2016.32
37205,565145,2732.92
37209,565150,5590.67
37214,565155,608.1
37218,565181,1386.0
37225,565201,676.36
37236,565213,2242.3199999999997
37237,565214,1638.24
37240,565218,975.54
37244,565222,821.0
37249,565228,1250.4
37250,565230,1585.92
37251,565231,1542.6299999999999
37252,565232,1423.1
37253,565233,1656.08
37254,565234,2201.61
37258,565239,608.0799999999999
37259,565240,1047.12
37260,565241,822.24
37262,565243,770.9300000000001
37265,565246,642.28
37273,565285,1821.6
37274,565286,814.53
37277,565289,749.13
37278,565291,4913.52
37297,565317,598.38
37316,565366,690.15
37324,565377,852.8
37325,565378,2605.74
37335,565396,1476.28
37337,565398,855.28
37347,565410,835.08
37349,565412,629.04
37368,565434,673.29
37374,565440,761.6800000000001
37376,565442,819.26
37377,565443,891.8199999999999
37381,565447,625.1
37385,565451,752.6700000000001
37393,565459,859.6800000000001
37394,565460,1414.64
37405,565471,859.32
37409,565475,7480.0599999999995
37410,565476,958.8000000000001
37416,565491,2251.94
37420,565519,1092.35
37432,565580,1298.18
37439,565589,691.1999999999999
37454,565617,1458.44
37456,565631,1226.16
37461,565664,775.94
37466,565670,656.46
37470,565675,2184.59
37476,565682,835.95
37478,565685,638.4000000000001
37482,565726,1134.69
37498,565748,4005.35
37510,565763,939.96
37514,565767,2812.84
37517,565776,724.01
37522,565781,701.38
37537,565800,809.0699999999999
37540,565803,871.25
37546,565836,3200.28
37549,565840,1746.79
37550,565841,1528.29
37555,565847,5557.66
37558,565851,637.29
37561,565854,1035.82
37564,565857,1464.58
37571,565865,1304.7
37574,565901,1094.9
37578,565917,1752.59
37580,565919,1846.68
37587,565927,1132.3799999999999
37588,565928,958.6800000000001
37590,565930,1057.18
37596,565936,829.4399999999999
37599,565967,1944.6
37612,566013,1006.4
37634,566041,961.58
37653,566060,1878.67
37666,566076,1087.7
37668,566079,985.62
37676,566089,998.8800000000001
37678,566092,650.42
37688,566163,1304.7
37689,566164,2842.46
37705,566193,1010.95
37707,566195,2608.11
37717,566207,1210.3200000000002
37719,566213,1732.93
37724,566219,1001.36
37725,566220,2243.7
37726,566221,1648.29
37730,566227,1912.06
37731,566228,889.4000000000001
37736,566233,1005.54
37749,566246,1028.04
37757,566255,1783.24
37759,566257,855.5999999999999
37760,566258,1292.21
37761,566259,2027.94
37762,566260,1070.48
37771,566270,848.98
37772,566271,1228.83
37781,566281,2026.7
37782,566282,1638.3400000000001
37783,566283,625.0
37790,566290,818.93
37791,566291,771.91
37807,566307,656.23
37810,566310,1468.58
37816,566317,778.65
37818,566319,853.68
37830,566345,1286.41
37835,566395,683.8000000000001
37839,566399,620.4
37840,566400,1535.24
37843,566405,1304.04
37844,566408,1255.22
37850,566426,663.24
37857,566433,987.9399999999999
37858,566434,705.74
37867,566446,1748.93
37868,566447,637.9200000000001
37871,566450,776.63
37872,566451,788.1
37882,566481,1253.0
37883,566482,1319.78
37894,566494,4114.08
37895,566495,817.04
37898,566534,2437.77
37901,566554,921.4
37904,566557,8281.12
37905,566558,679.69
37908,566561,1079.47
37909,566562,1126.47
37914,566571,1267.32
37918,566575,1658.9
37919,566576,2180.3
37920,566577,1748.1100000000001
37921,566580,690.9
37922,566581,1599.55
37923,566582,1024.08
37935,566595,4314.72
37936,566596,786.52
37942,566602,1433.66
37943,566603,1335.26
37949,566612,652.4
37952,566617,1304.04
37953,566618,621.66
37960,566625,781.11
37963,566629,613.77
37968,566634,690.6000000000001
37978,566674,614.88
37983,566708,737.8
37984,566709,821.6
38017,566756,743.28
38018,566757,1313.43
38031,566771,679.68
38039,566786,659.4399999999999
38040,566787,2693.5699999999997
38041,566788,1702.94
38042,566789,907.84
38043,566790,1643.2
38044,566816,2377.9
38045,566817,801.94
38048,566821,617.26
38056,566849,734.24
38065,566866,1596.24
38066,566867,1642.18
38068,566869,1009.27
38074,566875,761.5
38075,566891,655.75
38078,566912,990.15
38079,566913,1244.44
38083,566917,891.9000000000001
38086,566922,680.28
38090,566927,2033.1
38092,566929,4090.28
38094,566931,5725.0
38096,566933,1465.6
38097,566934,13249.94
38098,566935,6870.0
38099,566936,4351.0
38101,566938,788.38
38102,566949,1516.98
38103,566950,678.18
38105,566952,2008.83
38118,566976,2582.78
38120,566979,987.72
38121,566980,683.28
38126,566985,2117.26
38128,566988,1045.28
38129,567024,2342.8
38137,567062,842.5
38142,567076,639.24
38145,567092,1074.82
38146,567093,595.89
38148,567095,635.19
38160,567128,1233.01
38177,567148,1188.18
38185,567157,663.6
38189,567161,1708.24
38190,567162,828.68
38194,567166,757.7
38199,567171,716.0
38200,567172,973.8399999999999
38207,567180,652.62
38209,567182,804.98
38210,567183,3844.84
38211,567184,954.51
38223,567197,1062.1
38227,567202,675.3
38229,567204,765.15
38239,567280,10267.88
38242,567290,5350.4
38245,567293,764.59
38249,567297,718.21
38250,567298,1043.1
38255,567303,789.84
38258,567306,4366.78
38261,567309,1519.8
38274,567334,648.48
38276,567336,662.9000000000001
38279,567339,751.16
38280,567340,971.65
38281,567341,982.0
38285,567346,1004.4000000000001
38286,567353,2653.95
38300,567374,2020.52
38302,567376,1004.4000000000001
38303,567377,957.9000000000001
38304,567378,948.47
38305,567379,761.44
38307,567381,22104.8
38310,567384,4418.0
38311,567385,5639.52
38313,567387,3189.94
38315,567423,31698.159999999996
38317,567425,1004.4000000000001
38320,567428,849.92
38322,567453,1468.8
38325,567456,703.0
38326,567457,1273.77
38327,567458,4563.84
38330,567461,2064.34
38335,567474,1065.79
38337,567476,630.26
38338,567477,702.75
38340,567480,3200.0
38342,567482,613.25
38344,567484,790.73
38350,567504,768.24
38353,567507,4102.39
38355,567509,752.42
38368,567526,3850.9
38373,567533,652.85
38383,567610,4463.08
38385,567612,745.84
38386,567613,907.94
38388,567615,683.58
38397,567626,597.45
38398,567628,738.58
38401,567631,646.57
38404,567634,699.72
38405,567635,686.48
38406,567636,672.4000000000001
38409,567639,1067.28
38414,567653,964.83
38416,567656,4936.65
38422,567662,686.03
38425,567665,1121.46
38427,567667,1427.3999999999999
38428,567668,1838.53
38429,567669,1862.0
38430,567670,1844.69
38431,567671,2199.2799999999997
38433,567673,1555.8799999999999
38435,567675,601.57
38460,567721,4860.64
38461,567742,943.75
38465,567785,1074.0
38466,567792,1035.0
38467,567793,618.44
38468,567794,820.78
38469,567795,904.62
38472,567798,886.63
38477,567803,3877.56
38483,567809,739.5699999999999
38486,567818,671.96
38497,567852,4117.400000000001
38498,567853,1636.52
38503,567859,798.46
38509,567865,828.39
38510,567866,729.09
38513,567873,795.75
38518,567880,634.85
38520,567882,1546.8600000000001
38526,567890,1295.43
38533,567899,809.82
38535,567901,1485.43
38537,567905,731.54
38548,567917,1364.61
38558,567928,626.01
38559,567929,777.2
38565,567936,713.3199999999999
38577,567959,728.86
38579,567962,3187.12
38582,567968,760.2
38594,567981,2275.04
38599,568040,790.54
38602,568047,773.03
38603,568048,1261.09
38610,568056,842.62
38611,568057,2420.5699999999997
38612,568058,1181.68
38613,568059,835.57
38614,568060,727.22
38619,568065,1824.79
38621,568069,795.12
38622,568070,717.36
38627,568082,1308.8200000000002
38639,568094,635.6
38640,568095,2241.81
38644,568101,1098.78
38650,568134,2159.73
38651,568135,1934.53
38660,568145,825.9200000000001
38664,568149,1247.53
38667,568152,769.29
38672,568158,1146.8
38676,568162,863.2
38679,568165,789.77
38687,568173,886.49
38700,568187,974.14
38704,568191,1042.31
38706,568193,2182.71
38716,568203,884.9
38720,568207,769.17
38751,568241,780.56
38757,568310,737.92
38766,568319,4091.46
38768,568321,1033.34
38772,568325,1069.29
38775,568328,624.55
38785,568346,3671.44
38786,568350,704.0400000000001
38790,568367,600.99
38797,568376,1592.1200000000001
38808,568391,1101.2
38824,568408,2162.45
38826,568411,2886.6600000000003
38830,568417,776.3000000000001
38846,568505,626.52
38848,568510,1693.7
38850,568512,1032.4
38851,568513,865.53
38857,568526,614.64
38858,568527,765.0
38859,568528,869.87
38862,568531,629.2
38863,568533,1031.28
38866,568537,1001.4
38867,568538,1668.84
38882,568553,1066.94
38890,568567,1978.27
38894,568576,815.04
38905,568593,1261.81
38909,568645,644.75
38912,568650,1810.51
38913,568651,829.99
38916,568654,1297.8500000000001
38932,568671,1873.62
38934,568673,1773.65
38936,568675,741.9
38937,568676,1225.49
38948,568696,638.66
38949,568697,2062.06
38953,568701,679.03
38955,568703,1313.52
38964,568712,748.1
38967,568716,1086.21
38968,568717,2748.0
38970,568719,1803.83
38971,568721,1684.26
38978,568780,1046.68
38979,568781,2505.84
38980,568782,1018.22
38990,568792,957.97
38994,568797,2377.0
39007,568868,872.23
39015,568877,2163.95
39022,568894,779.36
39026,568898,743.53
39028,568901,1293.18
39034,568908,1117.86
39035,568909,693.34
39053,568949,1670.72
39056,568952,810.51
39062,568987,824.83
39066,568991,626.38
39070,568995,891.5500000000001
39075,569000,1045.48
39082,569007,615.39
39085,569010,5867.08
39095,569020,1238.54
39100,569026,1290.7
39101,569027,712.0600000000001
39104,569030,2800.0
39110,569046,1285.98
39119,569084,2496.0
39120,569085,1272.0
39121,569086,720.0
39124,569097,1192.5
39134,569108,669.6
39135,569110,1025.78
39140,569123,1132.55
39144,569127,1568.4
39145,569129,634.03
39150,569134,609.05
39153,569137,2455.63
39155,569140,687.38
39161,569147,808.26
39162,569148,618.59
39164,569202,1818.09
39167,569205,658.11
39182,569220,751.74
39185,569223,743.79
39189,569227,973.95
39200,569239,643.26
39202,569241,1064.28
39206,569246,2900.99
39207,569247,1574.52
39208,569248,603.4
39212,569253,1071.03
39214,569255,5164.66
39216,569257,2350.98
39218,569261,659.61
39220,569263,4849.1
39222,569319,728.5
39228,569326,624.91
39232,569330,607.33
39233,569331,957.33
39236,569334,1909.36
39238,569336,864.19
39239,569337,2034.0
39241,569339,830.0
39242,569340,642.0
39244,569342,1441.2
39245,569343,7298.76
39252,569362,1023.96
39253,569363,1315.3799999999999
39255,569365,1094.71
39256,569366,647.52
39257,569367,808.11
39261,569372,1871.1299999999999
39263,569374,1951.59
39271,569382,3155.95
39272,569383,1395.09
39274,569385,1416.0
39276,569388,1416.0
39283,569397,675.38
39287,569401,949.3000000000001
39289,569403,678.11
39292,569406,1983.46
39293,569407,1410.26
39294,569408,1897.1599999999999
39299,569414,4701.22
39300,569415,1821.56
39310,569459,702.04
39311,569460,973.81
39312,569461,757.42
39318,569467,610.42
39319,569468,666.21
39320,569469,1007.05
39325,569479,971.46
39327,569481,890.85
39336,569492,3733.0
39337,569493,959.7
39341,569514,1162.68
39351,569524,683.59
39353,569528,825.29
39367,569544,1566.25
39368,569545,2014.98
39372,569555,1943.1299999999999
39373,569556,1105.16
39375,569558,622.84
39380,569563,1307.76
39383,569566,609.78
39385,569568,1476.19
39387,569570,13760.02
39388,569571,2487.4
39389,569572,1800.0
39390,569573,3855.84
39401,569629,641.57
39404,569632,639.3000000000001
39409,569638,601.04
39411,569640,2145.38
39414,569647,828.0
39416,569649,612.0
39417,569650,15643.77
39418,569651,745.37
39420,569653,2539.56
39451,569687,596.22
39456,569692,732.32
39459,569695,993.88
39464,569700,1417.55
39474,569719,788.16
39483,569728,839.99
39494,569740,2924.0
39495,569741,610.91
39499,569768,659.08
39506,569803,902.0699999999999
39507,569815,10992.96
39522,569834,675.72
39527,569839,2327.0
39530,569842,697.46
39532,569844,1377.55
39534,569846,2626.3
39536,569848,726.1
39539,569852,850.4
39544,569857,1658.16
39545,569858,887.52
39553,569866,1578.8700000000001
39579,569893,1183.72
39583,569897,1044.09
39584,569898,2037.0
39586,569900,915.49
39593,569910,1077.75
39625,569997,891.4
39628,570000,600.39
39630,570002,1059.24
39634,570009,638.21
39640,570016,904.14
39650,570027,932.13
39657,570082,1055.44
39659,570087,2246.0299999999997
39663,570091,627.12
39664,570092,1728.0
39666,570094,4186.08
39669,570097,7630.5599999999995
39679,570113,2198.13
39680,570114,712.4
39681,570115,1482.2
39692,570127,752.6800000000001
39693,570128,910.0
39697,570167,824.41
39698,570168,612.01
39699,570177,654.69
39701,570179,914.64
39702,570180,898.14
39707,570186,639.69
39708,570187,2350.68
39709,570188,1714.96
39713,570192,898.14
39733,570218,1397.32
39746,570232,725.5600000000001
39756,570242,1780.59
39758,570244,652.24
39763,570249,898.14
39767,570253,1974.0
39769,570255,690.11
39772,570258,3210.46
39782,570268,1978.22
39787,570273,1256.67
39788,570275,2482.44
39790,570281,676.3199999999999
39795,570287,688.97
39805,570342,1322.82
39811,570388,1209.88
39816,570408,1334.16
39824,570416,660.64
39837,570429,801.08
39842,570443,1263.97
39846,570448,943.69
39852,570458,1210.28
39853,570459,869.98
39856,570465,1786.18
39858,570467,1579.51
39868,570488,3380.86
39873,570494,757.8
39878,570499,892.47
39880,570501,650.6
39891,570513,950.44
39892,570514,1018.51
39898,570521,1527.96
39899,570522,2076.0
39902,570557,7810.5599999999995
39905,570592,2299.61
39910,570597,737.7
39911,570598,2016.31
39928,570652,1032.7
39930,570656,996.84
39933,570660,3930.94
39945,570672,4279.71
39947,570674,768.64
39953,570680,899.0699999999999
39957,570688,2326.73
39958,570690,1506.5
39968,570701,2159.3
39970,570703,803.24
39979,570714,676.37
39980,570715,1001.3199999999999
39985,570720,638.45
39997,570776,626.92
40002,570793,879.01
40006,570797,1229.42
40009,570806,901.07
40020,570830,648.27
40027,570839,749.67
40039,570855,670.63
40040,570856,674.68
40053,570871,2110.05
40054,570872,1901.92
40057,570875,620.13
40068,570886,3953.35
40070,570888,898.14
40076,570964,1319.01
40092,571030,1491.59
40095,571033,1259.46
40096,571034,2876.85
40097,571035,1002.3100000000001
40098,571036,988.03
40113,571053,640.5
40118,571058,1090.14
40120,571061,3049.0
40124,571065,1881.8600000000001
40129,571082,1354.71
40134,571101,709.63
40151,571119,2733.65
40155,571123,1003.27
40163,571142,729.6
40168,571180,1135.8899999999999
40171,571183,600.11
40172,571184,826.83
40175,571188,642.01
40185,571201,649.92
40187,571203,1157.08
40189,571205,678.17
40190,571212,603.4399999999999
40192,571214,879.8
40193,571215,653.5
40197,571219,781.14
40200,571223,599.5
40204,571227,1288.78
40208,571231,992.0
40215,571239,999.26
40218,571242,1835.6
40219,571243,1091.29
40223,571247,878.46
40228,571255,3528.34
40230,571257,1472.17
40243,571272,1281.53
40245,571274,809.98
40252,571281,8132.31
40254,571283,610.89
40258,571289,2242.69
40259,571290,739.37
40267,571298,2327.0
40274,571305,2729.23
40275,571306,720.56
40277,571308,723.38
40282,571313,728.24
40283,571314,894.64
40286,571318,5296.96
40291,571328,1697.98
40293,571360,1077.74
40301,571409,964.22
40307,571425,690.34
40313,571431,791.0
40315,571433,1583.24
40320,571438,893.59
40322,571441,4050.61
40323,571442,1283.96
40327,571446,1761.24
40348,571502,1232.95
40350,571505,954.9
40352,571508,2144.38
40360,571548,880.58
40366,571554,2884.29
40371,571559,808.1500000000001
40373,571561,917.34
40374,571562,704.02
40379,571594,708.0
40380,571595,701.0
40385,571629,756.11
40389,571640,1283.27
40393,571653,5355.68
40398,571658,630.55
40403,571665,1019.47
40404,571666,722.76
40407,571669,650.76
40408,571670,1193.32
40409,571671,1181.52
40435,571701,948.16
40439,571705,1043.78
40444,571712,611.98
40445,571713,1809.6499999999999
40446,571714,992.49
40448,571716,1911.8799999999999
40458,571726,927.4
40460,571729,617.04
40466,571735,785.0699999999999
40468,571737,764.74
40476,571745,1588.75
40477,571746,768.85
40478,571747,944.37
40481,571751,6068.0599999999995
40484,571797,3071.57
40486,571824,1376.43
40487,571828,1103.36
40488,571829,1177.64
40496,571842,684.1999999999999
40498,571844,669.1500000000001
40510,571864,2503.74
40511,571883,615.07
40523,571905,739.28
40530,571913,1258.37
40541,571931,2120.09
40546,571936,599.4200000000001
40547,571937,2856.14
40549,571939,1035.45
40550,571940,603.76
40555,571945,1393.06
40563,572028,1073.37
40564,572030,749.1
40569,572035,20277.92
40571,572037,877.71
40577,572051,4311.48
40578,572052,1244.1599999999999
40586,572061,740.41
40591,572066,3091.98
40594,572069,765.21
40607,572082,2000.33
40610,572087,1056.9
40614,572091,650.67
40625,572103,937.31
40631,572121,788.11
40633,572123,2314.48
40634,572124,773.94
40637,572127,906.09
40644,572134,1096.65
40647,572183,800.69
40649,572185,2801.92
40650,572186,1414.99
40656,572193,3648.6
40659,572196,7398.54
40662,572209,22206.0
40665,572212,1014.64
40668,572215,731.6899999999999
40676,572224,1256.69
40677,572225,868.02
40678,572227,768.1899999999999
40679,572229,1161.3600000000001
40683,572233,930.12
40690,572240,1097.24
40692,572242,657.23
40696,572274,660.5
40714,572294,941.67
40726,572307,1205.81
40728,572309,718.78
40736,572317,604.83
40743,572324,2949.2799999999997
40744,572325,1044.0
40745,572326,2199.12
40748,572329,621.0799999999999
40750,572331,731.5
40754,572336,616.8
40755,572337,1434.0
40757,572339,765.12
40758,572340,967.6800000000001
40760,572342,1048.0
40761,572344,1116.0
40774,572443,891.0
40776,572451,792.76
40780,572457,722.4000000000001
40782,572459,646.02
40800,572499,1687.46
40813,572520,666.84
40822,572540,2900.83
40824,572542,698.39
40827,572545,1896.7200000000003
40830,572549,1892.05
40831,572550,2324.63
40832,572552,3472.42
40833,572553,2303.2
40836,572558,642.77
40838,572560,648.28
40845,572567,1635.6599999999999
40846,572568,733.94
40853,572617,604.25
40855,572651,734.85
40856,572652,1062.43
40859,572655,656.63
40864,572661,760.74
40865,572662,622.6899999999999
40873,572670,594.36
40874,572671,909.26
40875,572672,597.6800000000001
40879,572676,1462.45
40899,572696,3640.0
40906,572703,643.55
40907,572704,2394.1
40910,572719,855.17
40916,572726,664.85
40918,572732,964.99
40920,572734,1632.63
40921,572735,789.49
40926,572741,797.2
40928,572743,613.98
40940,572758,2347.9
40946,572765,2251.2
40947,572766,1603.06
40948,572767,702.86
40950,572769,959.7
40953,572772,1820.89
40965,572835,615.4
40969,572843,930.98
40970,572845,864.0
40991,572869,1718.4
41003,572881,907.0
41009,572887,786.95
41010,572888,605.52
41018,572896,915.64
41019,572897,3567.56
41024,572902,679.56
41035,572913,863.89
41042,572923,644.24
41056,572964,701.79
41057,572969,603.82
41068,573002,4534.22
41069,573003,4992.0
41074,573008,1146.96
41076,573020,923.17
41083,573029,616.36
41086,573035,1498.66
41093,573074,595.08
41095,573076,878.98
41096,573077,4161.06
41098,573080,4161.06
41100,573083,991.56
41101,573085,709.79
41105,573096,813.15
41113,573109,729.46
41121,573117,647.77
41127,573123,893.46
41133,573130,1204.36
41140,573137,1445.8799999999999
41141,573138,695.03
41146,573143,951.48
41152,573151,1090.93
41154,573153,8895.76
41156,573155,854.53
41157,573156,756.72
41167,573166,706.36
41179,573179,1826.8799999999999
41185,573195,978.0600000000001
41191,573248,675.53
41197,573261,1434.24
41199,573263,3304.03
41200,573264,610.36
41202,573266,1510.3600000000001
41208,573274,2362.83
41220,573287,827.07
41222,573289,968.45
41243,573320,2520.28
41245,573323,663.8100000000001
41284,573362,2176.45
41297,573375,673.42
41302,573380,608.35
41306,573384,614.59
41307,573385,1026.04
41310,573388,965.78
41328,573406,770.23
41337,573415,678.01
41342,573420,1389.05
41343,573421,1297.26
41348,573426,1540.73
41352,573452,2039.24
41355,573481,608.3
41375,573501,1014.5500000000001
41383,573511,1294.32
41384,573512,599.0400000000001
41394,573548,692.45
41395,573551,838.4200000000001
41397,573553,2534.37
41398,573556,764.32
41399,573564,656.25
41401,573576,4941.71
41405,573580,1042.4
41406,573581,596.9100000000001
41407,573582,726.16
41409,573584,1976.5800000000002
41410,573585,16874.579999999998
41426,573601,1943.34
41432,573665,641.67
41444,573748,1212.67
41451,573763,639.6
41456,573773,889.02
41457,573774,632.3
41458,573775,949.5
41460,573777,786.98
41461,573778,1350.9
41467,573822,641.1
41470,573840,772.44
41472,573846,1374.26
41479,573871,600.22
41499,573891,825.81
41500,573892,834.38
41511,573903,740.64
41512,573904,954.8100000000001
41535,573928,599.25
41558,573992,615.14
41559,573993,664.21
41561,573995,960.0
41563,573999,981.95
41568,574014,624.24
41569,574015,940.6700000000001
41579,574029,994.8
41580,574032,621.71
41591,574043,633.58
41592,574044,843.6
41597,574049,1514.17
41601,574053,823.8
41602,574054,754.64
41603,574055,863.04
41604,574056,3949.66
41608,574062,1183.9
41612,574067,3962.85
41613,574068,633.44
41619,574074,3638.9
41621,574076,3514.74
41635,574092,5500.38
41636,574093,736.55
41639,574097,725.72
41646,574104,656.95
41652,574149,774.9
41691,574269,958.82
41693,574271,1000.0
41698,574276,1415.92
41702,574280,660.7
41707,574285,2907.2000000000003
41713,574293,6162.620000000001
41714,574294,5727.0
41715,574295,7427.32
41717,574298,2880.25
41722,574303,684.12
41727,574308,608.85
41729,574310,782.46
41730,574311,998.72
41737,574319,1915.6
41741,574324,1494.0000000000002
41745,574328,7271.34
41749,574332,760.0
41753,574336,1195.09
41756,574341,4557.6
41761,574348,610.76
41762,574349,659.8
41764,574352,5292.72
41768,574356,3803.96
41769,574363,5028.76
41779,574445,713.7600000000001
41784,574469,601.44
41794,574481,668.11
41806,574514,627.0
41817,574532,2370.04
41819,574534,2118.12
41823,574544,2044.1
41824,574545,905.65
41828,574550,738.57
41834,574561,3016.47
41848,574587,1228.24
41883,574678,1524.77
41889,574684,1349.69
41895,574690,671.69
41905,574700,1193.34
41909,574704,719.61
41912,574707,2227.86
41914,574709,1000.0
41918,574714,605.6
41922,574718,885.8000000000001
41936,574732,978.84
41937,574733,1366.91
41944,574740,6207.67
41950,574746,676.8000000000001
41960,574777,712.78
41969,574832,630.0600000000001
41971,574834,718.9
41974,574837,663.14
41983,574856,3872.96
41986,574862,754.5
41987,574863,616.83
41988,574864,840.82
42007,574888,637.5
42011,574892,677.6999999999999
42015,574898,848.22
42022,574907,641.36
42029,574915,743.58
42035,574921,686.85
42045,574941,52940.94
42050,574947,750.24
42053,574950,3346.73
42057,574956,603.75
42060,574960,684.96
42062,574962,1421.67
42067,574967,2898.19
42078,575040,657.08
42084,575049,614.3199999999999
42085,575050,777.6
42091,575060,1095.29
42096,575067,774.45
42099,575070,796.64
42102,575073,741.22
42105,575076,786.36
42112,575086,1206.3
42130,575137,1833.69
42131,575138,5269.78
42134,575141,787.29
42138,575146,2328.84
42152,575169,598.46
42155,575176,4363.88
42156,575177,3487.08
42164,575185,725.7
42169,575190,742.2
42172,575193,718.99
42178,575199,725.22
42180,575201,821.0
42185,575206,1296.56
42192,575213,1809.6000000000001
42193,575214,1764.72
42195,575216,722.2
42198,575219,7059.54
42199,575220,2506.0
42200,575221,717.8
42202,575255,1975.0
42205,575269,1130.74
42226,575324,663.49
42229,575328,2640.0
42232,575331,1049.66
42234,575333,599.95
42236,575335,4961.2
42241,575340,1296.37
42249,575369,613.6800000000001
42267,575477,4638.39
42274,575486,826.04
42277,575491,1522.31
42281,575495,754.6600000000001
42290,575504,770.92
42293,575507,1013.01
42294,575508,8111.2
42296,575510,1549.12
42297,575512,1247.41
42301,575516,3893.79
42312,575582,1790.0
42322,575602,844.94
42326,575607,4358.0
42330,575612,1014.61
42347,575632,1013.86
42356,575647,856.41
42361,575656,1855.99
42368,575671,665.46
42375,575680,677.09
42378,575683,3782.52
42380,575685,600.1800000000001
42382,575687,2581.07
42395,575701,973.72
42397,575703,1735.3000000000002
42399,575705,826.7
42419,575725,1955.68
42422,575728,1003.03
42433,575739,4312.6
42441,575748,4365.75
42443,575751,1674.65
42460,575840,682.17
42465,575846,904.6
42473,575854,1111.08
42477,575867,813.75
42478,575868,754.38
42482,575873,640.84
42484,575875,4688.65
42488,575880,784.46
42503,575896,1136.6799999999998
42521,575915,1405.2
42523,575917,681.96
42525,575919,4041.18
42533,575930,4526.33
42536,575933,1285.4399999999998
42549,575947,4357.43
42560,575959,1117.08
42572,575973,1068.91
42574,575975,672.99
42580,575982,718.71
42593,576051,2068.4900000000002
42600,576058,595.02
42604,576062,1011.08
42617,576076,626.0699999999999
42624,576083,1238.48
42628,576087,736.5799999999999
42629,576088,1314.94
42631,576090,3174.3999999999996
42646,576137,1617.56
42648,576147,1324.3
42650,576172,1355.56
42653,576179,3419.64
42654,576180,1419.5800000000002
42671,576202,915.4000000000001
42672,576212,703.37
42677,576219,3134.96
42678,576220,1023.42
42694,576252,889.46
42696,576254,933.14
42704,576275,948.48
42718,576329,4662.17
42720,576339,8425.539999999999
42721,576345,742.9300000000001
42728,576354,938.4
42729,576355,1364.74
42733,576359,1167.6
42735,576362,657.29
42737,576365,50653.91
42744,576372,696.24
42746,576374,6260.900000000001
42760,576389,850.5
42762,576391,3153.19
42764,576394,4925.8
42773,576406,616.74
42802,576521,1070.4
42803,576538,718.08
42827,576574,832.01
42838,576590,1894.01
42841,576593,598.73
42845,576597,1025.35
42847,576599,902.53
42850,576602,832.58
42852,576604,835.97
42855,576607,762.5600000000001
42856,576608,595.44
42865,576617,5046.62
42866,576618,4872.67
42870,576623,1301.0
42876,576629,610.28
42891,576644,5508.5199999999995
42892,576645,643.96
42894,576648,639.16
42896,576650,1935.9
42897,576651,609.07
42899,576653,4391.16
42911,576665,890.19
42917,576672,1497.52
42923,576684,625.86
42926,576688,1995.56
42934,576696,645.38
42945,576768,1145.32
42948,576771,739.02
42952,576775,716.0
42956,576779,1219.25
42963,576787,946.41
42971,576827,612.0
42980,576837,6081.09
42983,576840,5368.13
42987,576844,1115.52
43000,576860,769.36
43007,576869,617.04
43027,576897,743.43
43028,576899,759.48
43034,576906,616.48
43036,576909,1072.1200000000001
43037,576910,2037.69
43047,576923,4808.48
43050,576927,1551.3
43057,576941,619.9
43068,577016,780.1999999999999
43072,577021,2209.74
